ProgrammeCoursesID,Programme code,Study Year,Academic Year,Course,Course Type
1204,10013,3.0,2016-2017,1285,elective
1205,10013,3.0,2016-2017,1246,elective
1206,10013,3.0,2016-2017,1134,elective
1207,10013,3.0,2016-2017,1121,elective
1208,10013,3.0,2017-2018,1210,compulsory
1209,10013,3.0,2017-2018,1151,compulsory
1210,10013,3.0,2017-2018,1238,compulsory-elective
1211,10013,3.0,2017-2018,1223,compulsory-elective
1212,10013,3.0,2017-2018,1028,compulsory-elective
1213,10013,3.0,2017-2018,1297,elective
1214,10013,3.0,2017-2018,1257,elective
1215,10013,3.0,2017-2018,1236,elective
1216,10013,3.0,2017-2018,1157,elective
1217,10013,3.0,2018-2019,1244,compulsory
1218,10013,3.0,2018-2019,1262,compulsory-elective
1219,10013,3.0,2018-2019,1192,compulsory-elective
1220,10013,3.0,2018-2019,1170,compulsory-elective
1221,10013,3.0,2018-2019,1161,compulsory-elective
1222,10013,3.0,2018-2019,1277,elective
1223,10013,3.0,2018-2019,1250,elective
1224,10013,3.0,2018-2019,1202,elective
1225,10013,3.0,2018-2019,1195,elective
1226,10013,3.0,2018-2019,1172,elective
1227,10013,3.0,2018-2019,1071,elective
1228,10013,3.0,2019-2020,1139,compulsory
1229,10013,3.0,2019-2020,1089,compulsory-elective
1230,10013,3.0,2019-2020,1075,compulsory-elective
1231,10013,3.0,2019-2020,1286,elective
1232,10013,3.0,2019-2020,1258,elective
1233,10013,3.0,2019-2020,1223,elective
1234,10013,3.0,2019-2020,1196,elective
1235,10013,3.0,2020-2021,1267,compulsory
1236,10013,3.0,2020-2021,1157,compulsory-elective
1237,10013,3.0,2020-2021,1050,compulsory-elective
1238,10013,3.0,2020-2021,1012,compulsory-elective
1239,10013,3.0,2020-2021,1115,elective
1240,10013,3.0,2020-2021,1087,elective
1241,10013,3.0,2020-2021,1066,elective
1242,10013,3.0,2020-2021,1044,elective
1243,10013,3.0,2020-2021,1026,elective
1244,10013,3.0,2021-2022,1254,compulsory
1245,10013,3.0,2021-2022,1279,compulsory-elective
1246,10013,3.0,2021-2022,1262,compulsory-elective
1247,10013,3.0,2021-2022,1042,compulsory-elective
1248,10013,3.0,2021-2022,1040,compulsory-elective
1249,10013,3.0,2021-2022,1256,elective
1250,10013,3.0,2021-2022,1245,elective
1251,10013,3.0,2021-2022,1177,elective
1252,10013,3.0,2021-2022,1145,elective
1253,10013,3.0,2021-2022,1134,elective
1254,10013,3.0,2022-2023,1104,compulsory
1255,10013,3.0,2022-2023,1233,compulsory-elective
1256,10013,3.0,2022-2023,1151,compulsory-elective
1257,10013,3.0,2022-2023,1114,compulsory-elective
1258,10013,3.0,2022-2023,1019,compulsory-elective
1259,10013,3.0,2022-2023,1188,compulsory-elective
1260,10013,3.0,2022-2023,1154,compulsory-elective
1261,10013,3.0,2022-2023,1079,compulsory-elective
1262,10013,3.0,2022-2023,1005,compulsory-elective
1263,10013,3.0,2023-2024,1116,compulsory
1264,10013,3.0,2023-2024,1102,compulsory
1265,10013,3.0,2023-2024,1255,compulsory
1266,10013,3.0,2023-2024,1245,compulsory
1267,10013,3.0,2023-2024,1253,elective
1268,10013,3.0,2023-2024,1222,elective
1269,10013,3.0,2023-2024,1126,elective
1270,10013,3.0,2023-2024,1125,elective
1271,10013,3.0,2023-2024,1111,elective
1272,10013,3.0,2023-2024,1036,elective
1273,10014,1.0,2013-2014,1200,compulsory
1274,10014,1.0,2013-2014,1282,compulsory-elective
1275,10014,1.0,2013-2014,1050,compulsory-elective
1276,10014,1.0,2013-2014,1297,elective
1277,10014,1.0,2013-2014,1219,elective
1278,10014,1.0,2013-2014,1076,elective
1279,10014,1.0,2013-2014,1077,elective
1280,10014,1.0,2014-2015,1253,compulsory
1281,10014,1.0,2014-2015,1073,compulsory
1282,10014,1.0,2014-2015,1067,compulsory-elective
1283,10014,1.0,2014-2015,1050,compulsory-elective
1284,10014,1.0,2014-2015,1030,compulsory-elective
1285,10014,1.0,2014-2015,1297,elective
1286,10014,1.0,2014-2015,1200,elective
1287,10014,1.0,2014-2015,1181,elective
1288,10014,1.0,2014-2015,1115,elective
1289,10014,1.0,2014-2015,1104,elective
1290,10014,1.0,2014-2015,1015,elective
1291,10014,1.0,2015-2016,1110,compulsory
1292,10014,1.0,2015-2016,1024,compulsory
1293,10014,1.0,2015-2016,1164,compulsory
1294,10014,1.0,2015-2016,1095,compulsory
1295,10014,1.0,2015-2016,1274,elective
1296,10014,1.0,2015-2016,1214,elective
1297,10014,1.0,2015-2016,1213,elective
1298,10014,1.0,2015-2016,1081,elective
1299,10014,1.0,2015-2016,1003,elective
1300,10014,1.0,2016-2017,1075,compulsory
1301,10014,1.0,2016-2017,1179,compulsory-elective
1302,10014,1.0,2016-2017,1134,compulsory-elective
1303,10014,1.0,2016-2017,1287,elective
1304,10014,1.0,2016-2017,1282,elective
1305,10014,1.0,2016-2017,1254,elective
1306,10014,1.0,2016-2017,1255,elective
1307,10014,1.0,2016-2017,1251,elective
1308,10014,1.0,2016-2017,1200,elective
1309,10014,1.0,2017-2018,1260,compulsory
1310,10014,1.0,2017-2018,1203,compulsory-elective
1311,10014,1.0,2017-2018,1112,compulsory-elective
1312,10014,1.0,2017-2018,1104,compulsory-elective
1313,10014,1.0,2017-2018,1182,elective
1314,10014,1.0,2017-2018,1154,elective
1315,10014,1.0,2017-2018,1140,elective
1316,10014,1.0,2017-2018,1105,elective
1317,10014,1.0,2017-2018,1060,elective
1318,10014,1.0,2017-2018,1003,elective
1319,10014,1.0,2018-2019,1139,compulsory
1320,10014,1.0,2018-2019,1277,compulsory-elective
1321,10014,1.0,2018-2019,1268,compulsory-elective
1322,10014,1.0,2018-2019,1101,compulsory-elective
1323,10014,1.0,2018-2019,1045,compulsory-elective
1324,10014,1.0,2018-2019,1252,elective
1325,10014,1.0,2018-2019,1245,elective
1326,10014,1.0,2018-2019,1102,elective
1327,10014,1.0,2018-2019,1018,elective
1328,10014,1.0,2018-2019,1016,elective
1329,10014,1.0,2019-2020,1167,compulsory
1330,10014,1.0,2019-2020,1132,compulsory
1331,10014,1.0,2019-2020,1285,compulsory-elective
1332,10014,1.0,2019-2020,1241,compulsory-elective
1333,10014,1.0,2019-2020,1237,compulsory-elective
1334,10014,1.0,2019-2020,1283,elective
1335,10014,1.0,2019-2020,1201,elective
1336,10014,1.0,2019-2020,1084,elective
1337,10014,1.0,2019-2020,1067,elective
1338,10014,1.0,2019-2020,1012,elective
1339,10014,1.0,2020-2021,1250,compulsory
1340,10014,1.0,2020-2021,1013,compulsory
1341,10014,1.0,2020-2021,1178,compulsory-elective
1342,10014,1.0,2020-2021,1167,compulsory-elective
1343,10014,1.0,2020-2021,1125,compulsory-elective
1344,10014,1.0,2020-2021,1016,compulsory-elective
1345,10014,1.0,2020-2021,1287,elective
1346,10014,1.0,2020-2021,1270,elective
1347,10014,1.0,2020-2021,1202,elective
1348,10014,1.0,2020-2021,1156,elective
1349,10014,1.0,2020-2021,1103,elective
1350,10014,1.0,2020-2021,1008,elective
1351,10014,1.0,2021-2022,1274,compulsory
1352,10014,1.0,2021-2022,1014,compulsory
1353,10014,1.0,2021-2022,1267,compulsory-elective
1354,10014,1.0,2021-2022,1255,compulsory-elective
1355,10014,1.0,2021-2022,1159,compulsory-elective
1356,10014,1.0,2021-2022,1164,elective
1357,10014,1.0,2021-2022,1140,elective
1358,10014,1.0,2021-2022,1116,elective
1359,10014,1.0,2021-2022,1037,elective
1360,10014,1.0,2022-2023,1262,compulsory
1361,10014,1.0,2022-2023,1201,compulsory
1362,10014,1.0,2022-2023,1233,compulsory-elective
1363,10014,1.0,2022-2023,1190,compulsory-elective
1364,10014,1.0,2022-2023,1160,compulsory-elective
1365,10014,1.0,2022-2023,1078,compulsory-elective
1366,10014,1.0,2022-2023,1238,elective
1367,10014,1.0,2022-2023,1203,elective
1368,10014,1.0,2022-2023,1073,elective
1369,10014,1.0,2022-2023,1059,elective
1370,10014,1.0,2022-2023,1054,elective
1371,10014,1.0,2022-2023,1012,elective
1372,10014,1.0,2023-2024,1041,compulsory
1373,10014,1.0,2023-2024,1022,compulsory
1374,10014,1.0,2023-2024,1247,compulsory
1375,10014,1.0,2023-2024,1202,compulsory
1376,10014,1.0,2023-2024,1299,elective
1377,10014,1.0,2023-2024,1277,elective
1378,10014,1.0,2023-2024,1236,elective
1379,10014,1.0,2023-2024,1209,elective
1380,10014,1.0,2023-2024,1138,elective
1381,10014,1.0,2023-2024,1025,elective
1382,10014,2.0,2013-2014,1236,compulsory
1383,10014,2.0,2013-2014,1288,compulsory-elective
1384,10014,2.0,2013-2014,1280,compulsory-elective
1385,10014,2.0,2013-2014,1087,compulsory-elective
1386,10014,2.0,2013-2014,1249,elective
1387,10014,2.0,2013-2014,1238,elective
1388,10014,2.0,2013-2014,1081,elective
1389,10014,2.0,2013-2014,1057,elective
1390,10014,2.0,2013-2014,1006,elective
1391,10014,2.0,2014-2015,1287,compulsory
1392,10014,2.0,2014-2015,1125,compulsory
1393,10014,2.0,2014-2015,1257,compulsory-elective
1394,10014,2.0,2014-2015,1230,compulsory-elective
1395,10014,2.0,2014-2015,1086,compulsory-elective
1396,10014,2.0,2014-2015,1049,compulsory-elective
1397,10014,2.0,2014-2015,1196,compulsory-elective
1398,10014,2.0,2014-2015,1136,compulsory-elective
1399,10014,2.0,2014-2015,1092,compulsory-elective
1400,10014,2.0,2014-2015,1027,compulsory-elective
1401,10014,2.0,2015-2016,1187,compulsory
1402,10014,2.0,2015-2016,1061,compulsory
1403,10014,2.0,2015-2016,1283,compulsory-elective
1404,10014,2.0,2015-2016,1158,compulsory-elective
1405,10014,2.0,2015-2016,1118,compulsory-elective
1406,10014,2.0,2015-2016,1021,compulsory-elective
1407,10014,2.0,2015-2016,1285,elective
1408,10014,2.0,2015-2016,1145,elective
1409,10014,2.0,2015-2016,1091,elective
1410,10014,2.0,2015-2016,1060,elective
1411,10014,2.0,2015-2016,1049,elective
1412,10014,2.0,2016-2017,1143,compulsory
1413,10014,2.0,2016-2017,1050,compulsory
1414,10014,2.0,2016-2017,1290,compulsory-elective
1415,10014,2.0,2016-2017,1055,compulsory-elective
1416,10014,2.0,2016-2017,1036,compulsory-elective
1417,10014,2.0,2016-2017,1237,elective
1418,10014,2.0,2016-2017,1160,elective
1419,10014,2.0,2016-2017,1150,elective
1420,10014,2.0,2016-2017,1147,elective
1421,10014,2.0,2016-2017,1112,elective
1422,10014,2.0,2016-2017,1006,elective
1423,10014,2.0,2017-2018,1227,compulsory
1424,10014,2.0,2017-2018,1224,compulsory
1425,10014,2.0,2017-2018,1136,compulsory
1426,10014,2.0,2017-2018,1131,compulsory
1427,10014,2.0,2017-2018,1297,elective
1428,10014,2.0,2017-2018,1282,elective
1429,10014,2.0,2017-2018,1090,elective
1430,10014,2.0,2017-2018,1035,elective
1431,10014,2.0,2017-2018,1016,elective
1432,10014,2.0,2018-2019,1226,compulsory
1433,10014,2.0,2018-2019,1024,compulsory
1434,10014,2.0,2018-2019,1225,compulsory
1435,10014,2.0,2018-2019,1145,compulsory
1436,10014,2.0,2018-2019,1268,elective
1437,10014,2.0,2018-2019,1098,elective
1438,10014,2.0,2018-2019,1034,elective
1439,10014,2.0,2018-2019,1005,elective
1440,10014,2.0,2019-2020,1069,compulsory
1441,10014,2.0,2019-2020,1038,compulsory
1442,10014,2.0,2019-2020,1264,compulsory-elective
1443,10014,2.0,2019-2020,1048,compulsory-elective
1444,10014,2.0,2019-2020,1044,compulsory-elective
1445,10014,2.0,2019-2020,1009,compulsory-elective
1446,10014,2.0,2019-2020,1274,elective
1447,10014,2.0,2019-2020,1250,elective
1448,10014,2.0,2019-2020,1101,elective
1449,10014,2.0,2019-2020,1094,elective
1450,10014,2.0,2019-2020,1064,elective
1451,10014,2.0,2019-2020,1033,elective
1452,10014,2.0,2020-2021,1261,compulsory
1453,10014,2.0,2020-2021,1236,compulsory
1454,10014,2.0,2020-2021,1295,compulsory-elective
1455,10014,2.0,2020-2021,1269,compulsory-elective
1456,10014,2.0,2020-2021,1015,compulsory-elective
1457,10014,2.0,2020-2021,1226,elective
1458,10014,2.0,2020-2021,1124,elective
1459,10014,2.0,2020-2021,1116,elective
1460,10014,2.0,2020-2021,1099,elective
1461,10014,2.0,2020-2021,1043,elective
1462,10014,2.0,2020-2021,1035,elective
1463,10014,2.0,2021-2022,1069,compulsory
1464,10014,2.0,2021-2022,1269,compulsory-elective
1465,10014,2.0,2021-2022,1222,compulsory-elective
1466,10014,2.0,2021-2022,1274,elective
1467,10014,2.0,2021-2022,1235,elective
1468,10014,2.0,2021-2022,1203,elective
1469,10014,2.0,2021-2022,1078,elective
1470,10014,2.0,2021-2022,1032,elective
1471,10014,2.0,2022-2023,1258,compulsory
1472,10014,2.0,2022-2023,1154,compulsory
1473,10014,2.0,2022-2023,1297,compulsory
1474,10014,2.0,2022-2023,1275,compulsory
1475,10014,2.0,2022-2023,1241,elective
1476,10014,2.0,2022-2023,1175,elective
1477,10014,2.0,2022-2023,1151,elective
1478,10014,2.0,2022-2023,1113,elective
1479,10014,2.0,2023-2024,1223,compulsory
1480,10014,2.0,2023-2024,1139,compulsory
1481,10014,2.0,2023-2024,1192,compulsory
1482,10014,2.0,2023-2024,1093,compulsory
1483,10014,2.0,2023-2024,1269,elective
1484,10014,2.0,2023-2024,1262,elective
1485,10014,2.0,2023-2024,1226,elective
1486,10014,2.0,2023-2024,1020,elective
1487,10021,1.0,2013-2014,1177,compulsory
1488,10021,1.0,2013-2014,1171,compulsory-elective
1489,10021,1.0,2013-2014,1100,compulsory-elective
1490,10021,1.0,2013-2014,1270,elective
1491,10021,1.0,2013-2014,1158,elective
1492,10021,1.0,2013-2014,1133,elective
1493,10021,1.0,2013-2014,1070,elective
1494,10021,1.0,2014-2015,1127,compulsory
1495,10021,1.0,2014-2015,1122,compulsory
1496,10021,1.0,2014-2015,1271,compulsory-elective
1497,10021,1.0,2014-2015,1263,compulsory-elective
1498,10021,1.0,2014-2015,1155,compulsory-elective
1499,10021,1.0,2014-2015,1040,compulsory-elective
1500,10021,1.0,2014-2015,1282,elective
1501,10021,1.0,2014-2015,1199,elective
1502,10021,1.0,2014-2015,1139,elective
1503,10021,1.0,2014-2015,1104,elective
1504,10021,1.0,2014-2015,1056,elective
1505,10021,1.0,2015-2016,1278,compulsory
1506,10021,1.0,2015-2016,1047,compulsory
1507,10021,1.0,2015-2016,1292,compulsory-elective
1508,10021,1.0,2015-2016,1229,compulsory-elective
1509,10021,1.0,2015-2016,1165,compulsory-elective
1510,10021,1.0,2015-2016,1261,elective
1511,10021,1.0,2015-2016,1230,elective
1512,10021,1.0,2015-2016,1174,elective
1513,10021,1.0,2015-2016,1146,elective
1514,10021,1.0,2016-2017,1275,compulsory
1515,10021,1.0,2016-2017,1065,compulsory
1516,10021,1.0,2016-2017,1234,compulsory
1517,10021,1.0,2016-2017,1079,compulsory
1518,10021,1.0,2016-2017,1250,elective
1519,10021,1.0,2016-2017,1105,elective
1520,10021,1.0,2016-2017,1076,elective
1521,10021,1.0,2016-2017,1036,elective
1522,10021,1.0,2017-2018,1043,compulsory
1523,10021,1.0,2017-2018,1006,compulsory
1524,10021,1.0,2017-2018,1231,compulsory-elective
1525,10021,1.0,2017-2018,1106,compulsory-elective
1526,10021,1.0,2017-2018,1098,compulsory-elective
1527,10021,1.0,2017-2018,1090,compulsory-elective
1528,10021,1.0,2017-2018,1280,compulsory-elective
1529,10021,1.0,2017-2018,1178,compulsory-elective
1530,10021,1.0,2017-2018,1147,compulsory-elective
1531,10021,1.0,2017-2018,1116,compulsory-elective
1532,10021,1.0,2018-2019,1181,compulsory
1533,10021,1.0,2018-2019,1213,compulsory-elective
1534,10021,1.0,2018-2019,1187,compulsory-elective
1535,10021,1.0,2018-2019,1078,compulsory-elective
1536,10021,1.0,2018-2019,1016,compulsory-elective
1537,10021,1.0,2018-2019,1279,elective
1538,10021,1.0,2018-2019,1188,elective
1539,10021,1.0,2018-2019,1165,elective
1540,10021,1.0,2018-2019,1136,elective
1541,10021,1.0,2018-2019,1133,elective
1542,10021,1.0,2019-2020,1159,compulsory
1543,10021,1.0,2019-2020,1298,compulsory-elective
1544,10021,1.0,2019-2020,1204,compulsory-elective
1545,10021,1.0,2019-2020,1020,compulsory-elective
1546,10021,1.0,2019-2020,1297,elective
1547,10021,1.0,2019-2020,1255,elective
1548,10021,1.0,2019-2020,1246,elective
1549,10021,1.0,2019-2020,1236,elective
1550,10021,1.0,2019-2020,1094,elective
1551,10021,1.0,2020-2021,1264,compulsory
1552,10021,1.0,2020-2021,1061,compulsory
1553,10021,1.0,2020-2021,1173,compulsory
1554,10021,1.0,2020-2021,1163,compulsory
1555,10021,1.0,2020-2021,1258,elective
1556,10021,1.0,2020-2021,1181,elective
1557,10021,1.0,2020-2021,1081,elective
1558,10021,1.0,2020-2021,1070,elective
1559,10021,1.0,2020-2021,1050,elective
1560,10021,1.0,2020-2021,1006,elective
1561,10021,1.0,2021-2022,1277,compulsory
1562,10021,1.0,2021-2022,1265,compulsory-elective
1563,10021,1.0,2021-2022,1189,compulsory-elective
1564,10021,1.0,2021-2022,1141,compulsory-elective
1565,10021,1.0,2021-2022,1299,elective
1566,10021,1.0,2021-2022,1248,elective
1567,10021,1.0,2021-2022,1185,elective
1568,10021,1.0,2021-2022,1114,elective
1569,10021,1.0,2021-2022,1106,elective
1570,10021,1.0,2021-2022,1032,elective
1571,10021,1.0,2022-2023,1199,compulsory
1572,10021,1.0,2022-2023,1140,compulsory
1573,10021,1.0,2022-2023,1223,compulsory-elective
1574,10021,1.0,2022-2023,1206,compulsory-elective
1575,10021,1.0,2022-2023,1191,compulsory-elective
1576,10021,1.0,2022-2023,1283,elective
1577,10021,1.0,2022-2023,1145,elective
1578,10021,1.0,2022-2023,1040,elective
1579,10021,1.0,2022-2023,1041,elective
1580,10021,1.0,2023-2024,1259,compulsory
1581,10021,1.0,2023-2024,1216,compulsory-elective
1582,10021,1.0,2023-2024,1167,compulsory-elective
1583,10021,1.0,2023-2024,1203,elective
1584,10021,1.0,2023-2024,1175,elective
1585,10021,1.0,2023-2024,1121,elective
1586,10021,1.0,2023-2024,1077,elective
1587,10021,2.0,2013-2014,1054,compulsory
1588,10021,2.0,2013-2014,1032,compulsory
1589,10021,2.0,2013-2014,1299,compulsory-elective
1590,10021,2.0,2013-2014,1294,compulsory-elective
1591,10021,2.0,2013-2014,1157,compulsory-elective
1592,10021,2.0,2013-2014,1285,elective
1593,10021,2.0,2013-2014,1229,elective
1594,10021,2.0,2013-2014,1205,elective
1595,10021,2.0,2013-2014,1175,elective
1596,10021,2.0,2013-2014,1145,elective
1597,10021,2.0,2014-2015,1095,compulsory
1598,10021,2.0,2014-2015,1254,compulsory-elective
1599,10021,2.0,2014-2015,1242,compulsory-elective
1600,10021,2.0,2014-2015,1205,compulsory-elective
1601,10021,2.0,2014-2015,1074,compulsory-elective
1602,10021,2.0,2014-2015,1247,elective
1603,10021,2.0,2014-2015,1173,elective
1604,10021,2.0,2014-2015,1164,elective
1605,10021,2.0,2014-2015,1142,elective
1606,10021,2.0,2014-2015,1015,elective
1607,10021,2.0,2015-2016,1295,compulsory
1608,10021,2.0,2015-2016,1243,compulsory-elective
1609,10021,2.0,2015-2016,1061,compulsory-elective
1610,10021,2.0,2015-2016,1015,compulsory-elective
1611,10021,2.0,2015-2016,1296,elective
1612,10021,2.0,2015-2016,1284,elective
1613,10021,2.0,2015-2016,1113,elective
1614,10021,2.0,2015-2016,1084,elective
1615,10021,2.0,2016-2017,1292,compulsory
1616,10021,2.0,2016-2017,1108,compulsory
1617,10021,2.0,2016-2017,1280,compulsory-elective
1618,10021,2.0,2016-2017,1146,compulsory-elective
1619,10021,2.0,2016-2017,1104,compulsory-elective
1620,10021,2.0,2016-2017,1191,elective
1621,10021,2.0,2016-2017,1190,elective
1622,10021,2.0,2016-2017,1153,elective
1623,10021,2.0,2016-2017,1144,elective
1624,10021,2.0,2016-2017,1064,elective
1625,10021,2.0,2017-2018,1199,compulsory
1626,10021,2.0,2017-2018,1277,compulsory-elective
1627,10021,2.0,2017-2018,1152,compulsory-elective
1628,10021,2.0,2017-2018,1290,elective
1629,10021,2.0,2017-2018,1209,elective
1630,10021,2.0,2017-2018,1108,elective
1631,10021,2.0,2017-2018,1059,elective
1632,10021,2.0,2018-2019,1276,compulsory
1633,10021,2.0,2018-2019,1205,compulsory
1634,10021,2.0,2018-2019,1238,compulsory-elective
1635,10021,2.0,2018-2019,1159,compulsory-elective
1636,10021,2.0,2018-2019,1097,compulsory-elective
1637,10021,2.0,2018-2019,1269,elective
1638,10021,2.0,2018-2019,1244,elective
1639,10021,2.0,2018-2019,1221,elective
1640,10021,2.0,2018-2019,1149,elective
1641,10021,2.0,2018-2019,1031,elective
1642,10021,2.0,2019-2020,1150,compulsory
1643,10021,2.0,2019-2020,1054,compulsory-elective
1644,10021,2.0,2019-2020,1043,compulsory-elective
1645,10021,2.0,2019-2020,1024,compulsory-elective
1646,10021,2.0,2019-2020,1269,elective
1647,10021,2.0,2019-2020,1217,elective
1648,10021,2.0,2019-2020,1197,elective
1649,10021,2.0,2019-2020,1126,elective
1650,10021,2.0,2019-2020,1086,elective
1651,10021,2.0,2020-2021,1116,compulsory
1652,10021,2.0,2020-2021,1255,compulsory-elective
1653,10021,2.0,2020-2021,1239,compulsory-elective
1654,10021,2.0,2020-2021,1080,compulsory-elective
1655,10021,2.0,2020-2021,1051,compulsory-elective
1656,10021,2.0,2020-2021,1238,compulsory-elective
1657,10021,2.0,2020-2021,1188,compulsory-elective
1658,10021,2.0,2020-2021,1179,compulsory-elective
1659,10021,2.0,2020-2021,1079,compulsory-elective
1660,10021,2.0,2021-2022,1156,compulsory
1661,10021,2.0,2021-2022,1103,compulsory
1662,10021,2.0,2021-2022,1257,compulsory-elective
1663,10021,2.0,2021-2022,1203,compulsory-elective
1664,10021,2.0,2021-2022,1044,compulsory-elective
1665,10021,2.0,2021-2022,1285,elective
1666,10021,2.0,2021-2022,1276,elective
1667,10021,2.0,2021-2022,1187,elective
1668,10021,2.0,2021-2022,1163,elective
1669,10021,2.0,2022-2023,1156,compulsory
1670,10021,2.0,2022-2023,1136,compulsory
1671,10021,2.0,2022-2023,1244,compulsory-elective
1672,10021,2.0,2022-2023,1172,compulsory-elective
1673,10021,2.0,2022-2023,1165,compulsory-elective
1674,10021,2.0,2022-2023,1067,compulsory-elective
1675,10021,2.0,2022-2023,1249,elective
1676,10021,2.0,2022-2023,1190,elective
1677,10021,2.0,2022-2023,1075,elective
1678,10021,2.0,2022-2023,1063,elective
1679,10021,2.0,2022-2023,1050,elective
1680,10021,2.0,2022-2023,1007,elective
1681,10021,2.0,2023-2024,1193,compulsory
1682,10021,2.0,2023-2024,1170,compulsory
1683,10021,2.0,2023-2024,1232,compulsory-elective
1684,10021,2.0,2023-2024,1145,compulsory-elective
1685,10021,2.0,2023-2024,1074,compulsory-elective
1686,10021,2.0,2023-2024,1016,compulsory-elective
1687,10021,2.0,2023-2024,1244,elective
1688,10021,2.0,2023-2024,1105,elective
1689,10021,2.0,2023-2024,1094,elective
1690,10021,2.0,2023-2024,1087,elective
1691,10021,2.0,2023-2024,1004,elective
1692,10031,1.0,2013-2014,1117,compulsory
1693,10031,1.0,2013-2014,1163,compulsory-elective
1694,10031,1.0,2013-2014,1128,compulsory-elective
1695,10031,1.0,2013-2014,1251,elective
1696,10031,1.0,2013-2014,1242,elective
1697,10031,1.0,2013-2014,1182,elective
1698,10031,1.0,2013-2014,1029,elective
1699,10031,1.0,2013-2014,1017,elective
1700,10031,1.0,2014-2015,1226,compulsory
1701,10031,1.0,2014-2015,1219,compulsory
1702,10031,1.0,2014-2015,1295,compulsory-elective
1703,10031,1.0,2014-2015,1052,compulsory-elective
1704,10031,1.0,2014-2015,1007,compulsory-elective
1705,10031,1.0,2014-2015,1256,elective
1706,10031,1.0,2014-2015,1167,elective
1707,10031,1.0,2014-2015,1065,elective
1708,10031,1.0,2014-2015,1049,elective
1709,10031,1.0,2015-2016,1268,compulsory
1710,10031,1.0,2015-2016,1259,compulsory-elective
1711,10031,1.0,2015-2016,1053,compulsory-elective
1712,10031,1.0,2015-2016,1035,compulsory-elective
1713,10031,1.0,2015-2016,1284,elective
1714,10031,1.0,2015-2016,1271,elective
1715,10031,1.0,2015-2016,1206,elective
1716,10031,1.0,2015-2016,1170,elective
1717,10031,1.0,2016-2017,1121,compulsory
1718,10031,1.0,2016-2017,1250,compulsory-elective
1719,10031,1.0,2016-2017,1236,compulsory-elective
1720,10031,1.0,2016-2017,1219,compulsory-elective
1721,10031,1.0,2016-2017,1200,compulsory-elective
1722,10031,1.0,2016-2017,1153,compulsory-elective
1723,10031,1.0,2016-2017,1135,compulsory-elective
1724,10031,1.0,2016-2017,1126,compulsory-elective
1725,10031,1.0,2016-2017,1058,compulsory-elective
1726,10031,1.0,2017-2018,1272,compulsory
1727,10031,1.0,2017-2018,1010,compulsory
1728,10031,1.0,2017-2018,1264,compulsory-elective
1729,10031,1.0,2017-2018,1118,compulsory-elective
1730,10031,1.0,2017-2018,1106,compulsory-elective
1731,10031,1.0,2017-2018,1072,compulsory-elective
1732,10031,1.0,2017-2018,1267,compulsory-elective
1733,10031,1.0,2017-2018,1139,compulsory-elective
1734,10031,1.0,2017-2018,1138,compulsory-elective
1735,10031,1.0,2017-2018,1029,compulsory-elective
1736,10031,1.0,2018-2019,1150,compulsory
1737,10031,1.0,2018-2019,1292,compulsory-elective
1738,10031,1.0,2018-2019,1191,compulsory-elective
1739,10031,1.0,2018-2019,1051,compulsory-elective
1740,10031,1.0,2018-2019,1264,elective
1741,10031,1.0,2018-2019,1237,elective
1742,10031,1.0,2018-2019,1164,elective
1743,10031,1.0,2018-2019,1112,elective
1744,10031,1.0,2018-2019,1105,elective
1745,10031,1.0,2018-2019,1022,elective
1746,10031,1.0,2019-2020,1296,compulsory
1747,10031,1.0,2019-2020,1194,compulsory
1748,10031,1.0,2019-2020,1247,compulsory-elective
1749,10031,1.0,2019-2020,1248,compulsory-elective
1750,10031,1.0,2019-2020,1122,compulsory-elective
1751,10031,1.0,2019-2020,1105,compulsory-elective
1752,10031,1.0,2019-2020,1293,elective
1753,10031,1.0,2019-2020,1272,elective
1754,10031,1.0,2019-2020,1259,elective
1755,10031,1.0,2019-2020,1116,elective
1756,10031,1.0,2019-2020,1061,elective
1757,10031,1.0,2019-2020,1008,elective
1758,10031,1.0,2020-2021,1119,compulsory
1759,10031,1.0,2020-2021,1110,compulsory-elective
1760,10031,1.0,2020-2021,1011,compulsory-elective
1761,10031,1.0,2020-2021,1229,elective
1762,10031,1.0,2020-2021,1198,elective
1763,10031,1.0,2020-2021,1163,elective
1764,10031,1.0,2020-2021,1073,elective
1765,10031,1.0,2021-2022,1299,compulsory
1766,10031,1.0,2021-2022,1292,compulsory
1767,10031,1.0,2021-2022,1209,compulsory-elective
1768,10031,1.0,2021-2022,1168,compulsory-elective
1769,10031,1.0,2021-2022,1107,compulsory-elective
1770,10031,1.0,2021-2022,1080,compulsory-elective
1771,10031,1.0,2021-2022,1293,elective
1772,10031,1.0,2021-2022,1284,elective
1773,10031,1.0,2021-2022,1204,elective
1774,10031,1.0,2021-2022,1104,elective
1775,10031,1.0,2021-2022,1025,elective
1776,10031,1.0,2021-2022,1024,elective
1777,10031,1.0,2022-2023,1139,compulsory
1778,10031,1.0,2022-2023,1212,compulsory-elective
1779,10031,1.0,2022-2023,1190,compulsory-elective
1780,10031,1.0,2022-2023,1163,compulsory-elective
1781,10031,1.0,2022-2023,1130,compulsory-elective
1782,10031,1.0,2022-2023,1259,compulsory-elective
1783,10031,1.0,2022-2023,1176,compulsory-elective
